<TCP> 0: Completed Requests: 2000, Min: 0.0650000000132422, Max: 0.249000000050728, Mean: 0.148129500030178, 99th Perc: 0.226000000046042, MeanIC: 1, FlowsMissed: 0
<EDF-NP> 2: Completed Requests: 2000, Min: 0.0690000000140572, Max: 0.26300000005358, Mean: 0.153277000031227, 99th Perc: 0.23600000004808, MeanIC: 1, FlowsMissed: 0
<EDF-P> 2: Completed Requests: 2000, Min: 0.0690000000140572, Max: 0.26300000005358, Mean: 0.153277000031227, 99th Perc: 0.23600000004808, MeanIC: 1, FlowsMissed: 0
<Vriksha> 2: Completed Requests: 2000, Min: 0.0690000000140572, Max: 0.264000000053784, Mean: 0.15246150003106, 99th Perc: 0.230000000046857, MeanIC: 1, FlowsMissed: 0
<SJF-P> 2: Completed Requests: 2000, Min: 0.0700000000142609, Max: 0.261000000053173, Mean: 0.155386000031656, 99th Perc: 0.237000000048283, MeanIC: 1, FlowsMissed: 0
<TCP> 3: Completed Requests: 2000, Min: 0.077000000015687, Max: 0.293000000059692, Mean: 0.160358500032669, 99th Perc: 0.247000000050321, MeanIC: 1, FlowsMissed: 0
<EDF-NP> 3: Completed Requests: 2000, Min: 0.0710000000144646, Max: 0.296000000060303, Mean: 0.162024500033009, 99th Perc: 0.250000000050932, MeanIC: 1, FlowsMissed: 0
<EDF-P> 3: Completed Requests: 2000, Min: 0.0710000000144646, Max: 0.296000000060303, Mean: 0.162024500033009, 99th Perc: 0.250000000050932, MeanIC: 1, FlowsMissed: 0
<Vriksha> 3: Completed Requests: 2000, Min: 0.0740000000150758, Max: 0.273000000055617, Mean: 0.157051000031996, 99th Perc: 0.240000000048894, MeanIC: 1, FlowsMissed: 0
<SJF-P> 3: Completed Requests: 2000, Min: 0.0710000000144646, Max: 0.278000000056636, Mean: 0.161163500032833, 99th Perc: 0.243000000049506, MeanIC: 1, FlowsMissed: 0
<TCP> 4: Completed Requests: 2000, Min: 0.0850000000173168, Max: 0.296000000060303, Mean: 0.169041500034438, 99th Perc: 0.253000000051543, MeanIC: 1, FlowsMissed: 0
<EDF-NP> 4: Completed Requests: 2000, Min: 0.0790000000160944, Max: 0.303000000061729, Mean: 0.169862000034605, 99th Perc: 0.260000000052969, MeanIC: 1, FlowsMissed: 0
<EDF-P> 4: Completed Requests: 2000, Min: 0.0790000000160944, Max: 0.303000000061729, Mean: 0.169862000034605, 99th Perc: 0.260000000052969, MeanIC: 1, FlowsMissed: 0
<Vriksha> 4: Completed Requests: 2000, Min: 0.0730000000148721, Max: 0.28700000005847, Mean: 0.162060500033016, 99th Perc: 0.241000000049098, MeanIC: 1, FlowsMissed: 0
<SJF-P> 4: Completed Requests: 2000, Min: 0.0750000000152795, Max: 0.292000000059488, Mean: 0.168819500034393, 99th Perc: 0.265000000053988, MeanIC: 1, FlowsMissed: 0
<TCP> 5: Completed Requests: 2000, Min: 0.0850000000173168, Max: 0.317000000064581, Mean: 0.177825000036228, 99th Perc: 0.270000000055006, MeanIC: 1, FlowsMissed: 0
<EDF-NP> 5: Completed Requests: 2000, Min: 0.0890000000181317, Max: 0.352000000071712, Mean: 0.180935000036861, 99th Perc: 0.284000000057858, MeanIC: 1, FlowsMissed: 0
<EDF-P> 5: Completed Requests: 2000, Min: 0.0890000000181317, Max: 2.24200000045676, Mean: 0.185785500037849, 99th Perc: 0.289000000058877, MeanIC: 0.999816666666667, FlowsMissed: 11
<Vriksha> 5: Completed Requests: 2000, Min: 0.0790000000160944, Max: 0.285000000058062, Mean: 0.166784000033978, 99th Perc: 0.245000000049913, MeanIC: 1, FlowsMissed: 0
<SJF-P> 5: Completed Requests: 2000, Min: 0.0790000000160944, Max: 0.335000000068248, Mean: 0.179682000036606, 99th Perc: 0.282000000057451, MeanIC: 1, FlowsMissed: 0
<TCP> 6: Completed Requests: 2000, Min: 0.0940000000191503, Max: 0.352000000071712, Mean: 0.192125000039141, 99th Perc: 0.294000000059896, MeanIC: 1, FlowsMissed: 0
<EDF-NP> 6: Completed Requests: 2000, Min: 0.0890000000181317, Max: 0.39700000008088, Mean: 0.197437000040223, 99th Perc: 0.316000000064378, MeanIC: 1, FlowsMissed: 0
<EDF-P> 6: Completed Requests: 2000, Min: 0.0800000000162981, Max: 2.24200000045676, Mean: 0.258390500052641, 99th Perc: 2.18400000044494, MeanIC: 0.998177777777778, FlowsMissed: 119
<Vriksha> 6: Completed Requests: 2000, Min: 0.0800000000162981, Max: 0.268000000054599, Mean: 0.172002500035042, 99th Perc: 0.241000000049098, MeanIC: 1, FlowsMissed: 0
<SJF-P> 6: Completed Requests: 2000, Min: 0.095000000019354, Max: 0.392000000079861, Mean: 0.19805900004035, 99th Perc: 0.329000000067026, MeanIC: 1, FlowsMissed: 0
<TCP> 7: Completed Requests: 2000, Min: 0.10200000002078, Max: 0.446000000090862, Mean: 0.208925500042564, 99th Perc: 0.327000000066619, MeanIC: 1, FlowsMissed: 0
<EDF-NP> 7: Completed Requests: 2000, Min: 0.108000000022002, Max: 0.429000000087399, Mean: 0.233065000047482, 99th Perc: 0.379000000077212, MeanIC: 1, FlowsMissed: 0
<EDF-P> 7: Completed Requests: 2000, Min: 0.099000000020169, Max: 2.28800000046613, Mean: 0.546095500111254, 99th Perc: 2.24100000045655, MeanIC: 0.983566666666667, FlowsMissed: 1909
<Vriksha> 7: Completed Requests: 2000, Min: 0.10200000002078, Max: 0.301000000061322, Mean: 0.181260000036928, 99th Perc: 0.249000000050728, MeanIC: 1, FlowsMissed: 0
<SJF-P> 7: Completed Requests: 2000, Min: 0.0890000000181317, Max: 0.699000000142405, Mean: 0.243751000049659, 99th Perc: 0.511000000104104, MeanIC: 1, FlowsMissed: 0
<TCP> 8: Completed Requests: 2000, Min: 0.117000000023836, Max: 0.437000000089029, Mean: 0.240056500048906, 99th Perc: 0.366000000074564, MeanIC: 1, FlowsMissed: 0
<EDF-NP> 8: Completed Requests: 2000, Min: 0.125000000025466, Max: 0.555000000113068, Mean: 0.294723000060043, 99th Perc: 0.464000000094529, MeanIC: 1, FlowsMissed: 0
<EDF-P> 8: Completed Requests: 2000, Min: 0.101000000020576, Max: 4.21700000085912, Mean: 1.42596650029051, 99th Perc: 2.29600000046776, MeanIC: 0.901687777777778, FlowsMissed: 16978
<Vriksha> 8: Completed Requests: 2000, Min: 0.130000000026484, Max: 0.283000000057655, Mean: 0.192941500039307, 99th Perc: 0.251000000051135, MeanIC: 1, FlowsMissed: 0
<SJF-P> 8: Completed Requests: 2000, Min: 0.122000000024855, Max: 1.54900000031557, Mean: 0.371808000075747, 99th Perc: 1.01000000020576, MeanIC: 1, FlowsMissed: 0
<TCP> 9: Completed Requests: 2000, Min: 0.324000000066007, Max: 0.860000000175205, Mean: 0.591459000120496, 99th Perc: 0.788000000160537, MeanIC: 1, FlowsMissed: 0
<EDF-NP> 9: Completed Requests: 2000, Min: 0.291000000059285, Max: 0.75400000015361, Mean: 0.436460000088919, 99th Perc: 0.588000000119791, MeanIC: 1, FlowsMissed: 0
<EDF-P> 9: Completed Requests: 1994, Min: 0.148000000030152, Max: 4.38500000089334, Mean: 2.28984754309439, 99th Perc: 4.25000000086584, MeanIC: 0.727192689178648, FlowsMissed: 99956
<Vriksha> 9: Completed Requests: 2000, Min: 0.200000000040745, Max: 0.325000000066211, Mean: 0.244359500049783, 99th Perc: 0.295000000060099, MeanIC: 1, FlowsMissed: 0
<SJF-P> 9: Completed Requests: 2000, Min: 0.500000000101863, Max: 2.40000000048894, Mean: 2.03141000041385, 99th Perc: 2.31500000047163, MeanIC: 0.977675555555556, FlowsMissed: 0
<TCP> 10: Completed Requests: 1767, Min: 0.951000000193744, Max: 5.84700000119119, Mean: 3.54818732386944, 99th Perc: 5.25000000106957, MeanIC: 0.76001509149217, FlowsMissed: 0
<EDF-NP> 10: Completed Requests: 1948, Min: 0.576000000117347, Max: 3.20800000065356, Mean: 1.83731211536404, 99th Perc: 3.02000000061526, MeanIC: 1, FlowsMissed: 0
<EDF-P> 10: Completed Requests: 1919, Min: 2.10500000042884, Max: 4.26900000086971, Mean: 3.24233611321918, 99th Perc: 4.22600000086095, MeanIC: 0.643707370737074, FlowsMissed: 396168
<Vriksha> 10: Completed Requests: 1965, Min: 0.445000000090658, Max: 2.83500000057757, Mean: 1.63339134893327, 99th Perc: 2.79800000057003, MeanIC: 1, FlowsMissed: 0
<SJF-P> 10: Completed Requests: 1998, Min: 2.07700000042314, Max: 4.23700000086319, Mean: 2.29738588635393, 99th Perc: 4.14300000084404, MeanIC: 0.806578244911578, FlowsMissed: 0
<TCP> 11: Completed Requests: 1570, Min: 1.83500000037384, Max: 8.21700000167402, Mean: 5.09902675263116, 99th Perc: 7.67700000156401, MeanIC: 0.49557466383581, FlowsMissed: 0
<EDF-NP> 11: Completed Requests: 1769, Min: 0.847000000172557, Max: 5.27300000107425, Mean: 3.04161390678133, 99th Perc: 5.14100000104736, MeanIC: 1, FlowsMissed: 0
<EDF-P> 11: Completed Requests: 1863, Min: 2.15800000043964, Max: 4.27900000087175, Mean: 4.06392807382847, 99th Perc: 4.2400000008638, MeanIC: 0.462218047354923, FlowsMissed: 705463
<Vriksha> 11: Completed Requests: 1784, Min: 0.675000000137516, Max: 4.98300000101517, Mean: 2.83045347591296, 99th Perc: 4.93200000100478, MeanIC: 1, FlowsMissed: 0
<SJF-P> 11: Completed Requests: 1911, Min: 2.08200000042416, Max: 4.24400000086462, Mean: 3.28921559459985, 99th Perc: 4.21900000085952, MeanIC: 0.759263329263331, FlowsMissed: 0
<TCP> 12: Completed Requests: 1414, Min: 2.92200000059529, Max: 9.77300000199102, Mean: 6.30231683296712, 99th Perc: 9.56400000194844, MeanIC: 0.356490649064906, FlowsMissed: 0
<EDF-NP> 12: Completed Requests: 1614, Min: 1.06400000021677, Max: 7.06200000143872, Mean: 4.08590272697863, 99th Perc: 6.95500000141692, MeanIC: 1, FlowsMissed: 0
<EDF-P> 12: Completed Requests: 1805, Min: 4.14900000084526, Max: 4.82600000098319, Mean: 4.48369750783866, 99th Perc: 4.74700000096709, MeanIC: 0.348243151738997, FlowsMissed: 884774
<Vriksha> 12: Completed Requests: 1630, Min: 0.920000000187429, Max: 6.83000000139145, Mean: 3.86799079833403, 99th Perc: 6.76700000137862, MeanIC: 1, FlowsMissed: 0
<SJF-P> 12: Completed Requests: 1867, Min: 2.11100000043007, Max: 4.25900000086767, Mean: 3.94978468211159, 99th Perc: 4.23000000086176, MeanIC: 0.694148663929059, FlowsMissed: 0
<TCP> 13: Completed Requests: 1278, Min: 3.32300000067698, Max: 11.1970000022811, Mean: 7.33801956331029, 99th Perc: 11.0190000022449, MeanIC: 0.276043296817945, FlowsMissed: 0
<EDF-NP> 13: Completed Requests: 1484, Min: 1.3690000002789, Max: 8.63300000175877, Mean: 4.99057547271483, 99th Perc: 8.49800000173127, MeanIC: 1, FlowsMissed: 0
<EDF-P> 13: Completed Requests: 1704, Min: 4.31700000087949, Max: 6.00700000122379, Mean: 5.17209859260299, 99th Perc: 5.9570000012136, MeanIC: 0.323498304642671, FlowsMissed: 884197
<Vriksha> 13: Completed Requests: 1502, Min: 1.15800000023592, Max: 8.38500000170825, Mean: 4.77342676528672, 99th Perc: 8.3170000016944, MeanIC: 1, FlowsMissed: 0
<SJF-P> 13: Completed Requests: 1855, Min: 2.1470000004374, Max: 4.25300000086645, Mean: 4.10836927307418, 99th Perc: 4.22800000086136, MeanIC: 0.630686433063791, FlowsMissed: 0
<TCP> 14: Completed Requests: 1166, Min: 3.69300000075236, Max: 12.5180000025503, Mean: 8.30675471867344, 99th Perc: 12.404000002527, MeanIC: 0.225928149418715, FlowsMissed: 0
<EDF-NP> 14: Completed Requests: 1373, Min: 1.65100000033635, Max: 10.0240000020422, Mean: 5.83606409441547, 99th Perc: 9.88600000201404, MeanIC: 1, FlowsMissed: 0
<EDF-P> 14: Completed Requests: 1622, Min: 4.41900000090027, Max: 6.95200000141631, Mean: 5.6709284845092, 99th Perc: 6.87600000140083, MeanIC: 0.30330182216742, FlowsMissed: 885122
<Vriksha> 14: Completed Requests: 1388, Min: 1.39700000028461, Max: 9.72800000198185, Mean: 5.56978242188399, 99th Perc: 9.65100000196617, MeanIC: 1, FlowsMissed: 0
<SJF-P> 14: Completed Requests: 1855, Min: 2.22400000045309, Max: 4.26900000086971, Mean: 4.13911105205619, 99th Perc: 4.22900000086156, MeanIC: 0.572440251572328, FlowsMissed: 0
